progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,395,53.34194005,-6.235276454,8220DB000395,"Ringsend, Ringsend Road"
2,396,53.34246159,-6.239550256,8220DB000396,"Grand Canal Dock, Pearse Street"
3,397,53.34278556,-6.242015007000001,8220DB000397,"Grand Canal Dock, Saint Andrew's Resource Centre"
4,398,53.34329494,-6.245478447000001,8220DB000398,"Pearse Station, Pearse Street"
5,399,53.34386462,-6.2481585,8220DB000399,"Pearse Station, Pearse Street"
6,400,53.34475116,-6.252838258,8220DB000400,"Trinity College, Shaw Street"
7,7581,53.34415856,-6.263345908,8220DB007581,South George's Street
8,1283,53.34180872,-6.26492823,8220DB001283,"Dublin City South, South Great George's Street"
9,7579,53.33824578,-6.265913844,8220DB007579,"Dublin City South, Redmond's Hill"
10,1285,53.33437841,-6.2651247539999995,8220DB001285,"Dublin City South, Grantham Street"
11,1016,53.33115931,-6.26441458,8220DB001016,"Portobello, Richmond Street Sth (Lennox Street)"
12,1017,53.32929965,-6.264475065,8220DB001017,"Rathmines, Grove Park"
13,1018,53.32757099,-6.264890547,8220DB001018,"Ranelagh, Rathmines Road Lower (Richmond Hill)"
14,1019,53.326547600000005,-6.264977117999999,8220DB001019,"Rathmines, Military Road"
15,1020,53.32513838,-6.265109364,8220DB001020,"Rathmines, Rathmines Town Centre"
16,1076,53.32313059,-6.265491063,8220DB001076,"Rathmines, Lower Rathmines Road"
17,1077,53.32157299,-6.266544985,8220DB001077,"Rathmines, Rathmines Garda Station"
18,1078,53.31941276,-6.26880907,8220DB001078,"Rathmines, Rathgar Road"
19,1079,53.31665462,-6.270751874,8220DB001079,"Rathgar, Spar Rathgar Road"
20,1080,53.31490920000001,-6.271873063999999,8220DB001080,"Rathgar, Rathgar Road,  Auburn Villas"
21,1081,53.312649699999994,-6.273495173,8220DB001081,"Rathgar, Rathgar Road (Highfield Road)"
22,2914,53.31095519,-6.2737886739999995,8220DB002914,"Rathgar, Stratford Estate"
23,2915,53.30940796,-6.273701034,8220DB002915,"Rathgar, Zion Road"
24,2916,53.30763729,-6.274942975,8220DB002916,"Rathgar, Victoria Road"
25,2917,53.30748702,-6.277605148999999,8220DB002917,"Terenure, Meadowbank Estate"
26,2918,53.30737142,-6.280806135,8220DB002918,"Terenure, Bushy Park Road"
27,1300,53.30615075,-6.283421177,8220DB001300,"Terenure, Rathfarnham Road"
28,1301,53.30389581,-6.283496631,8230DB001301,"Rathfarnham, Rathfarnham Road"
29,1302,53.30166272,-6.283841275,8230DB001302,"Rathfarnham, Rathfarnham Road"
30,1303,53.29934231,-6.283739278,8230DB001303,"Rathfarnham, Rathfarnham Castle"
31,5129,53.29770872,-6.285770157999999,8230DB005129,"Rathfarnham, Butterfield Avenue"
32,5130,53.29669359,-6.293327059,8230DB005130,"Rathfarnham, Charleville Square"
33,1135,53.29344271,-6.2972970120000005,8230DB001135,"Rathfarnham, Marian Road"
34,7064,53.28950964,-6.298188432000001,8230DB007064,"Rathfarnham, Anne Devlin Park"
35,7066,53.28770296,-6.296295333,8230DB007066,"Rathfarnham, Ballyroan Road"
36,2924,53.28582821,-6.294045132999999,8230DB002924,"Willbrook, Cuerton House"
37,2925,53.28334382,-6.2963037889999995,8230DB002925,"Ballyboden, Ballyboden Road"
38,7442,53.28248979999999,-6.300702032999999,8230DB007442,"Ballyboden, The Glen"
39,7446,53.2811782,-6.30706782,8230DB007446,"Knocklyon, Ballyboden Way"
40,7070,53.279429099999994,-6.306687066,8230DB007070,"Knocklyon, Ballyboden Park"
41,7445,53.27961175,-6.302465838,8230DB007445,"Ballyboden, Scholarstown Road"
42,6339,53.27935684,-6.300976303,8230DB006339,"Edmondstown (South Dublin), Stocking Lane"
43,6324,53.27633615,-6.30219078,8230DB006324,"Knocklyon, Prospect Estate"
44,6325,53.27454825,-6.303506202,8230DB006325,"Knocklyon, Woodfield Estate"
45,6341,53.27301246,-6.30865004,8230DB006341,"Knocklyon, Stocking Avenue(Stocking Lane)"
46,6277,53.27291255,-6.3130172689999995,8230DB006277,"Knocklyon, Stocking Avenue (Stocking Wood Estate)"
47,6278,53.27334552,-6.315669195,8230DB006278,"Knocklyon, Stocking Wood Estate"
48,6279,53.27178019,-6.322582855,8230DB006279,"Knocklyon, Stocking Avenue (Dalriada Avenue)"
