progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,7571,53.38677565,-6.258724957999999,8220DB007571,The Helix
2,1190,53.38015612,-6.235785807999999,8220DB001190,"Beaumont (Dublin City), Collinswood Estate"
3,1191,53.37921719,-6.23307384,8220DB001191,"Beaumont, Grace Park Heights"
4,1192,53.3786332,-6.230662931,8220DB001192,"Beaumont, Collins Avenue (Celtic Park Road)"
5,1193,53.3779922,-6.227442769,8220DB001193,"Beaumont (Dublin City), Grace Park Meadows"
6,1194,53.37752621,-6.225117282,8220DB001194,"Beaumont (Dublin City), Collins Avenue"
7,1195,53.37638993,-6.22124154,8220DB001195,"Beaumont (Dublin City), Collins Avenue (Oak Road)"
11,530,53.37122453,-6.20402333,8220DB000530,"Killester, Howth Road (Castle Ave)"
12,531,53.37321702,-6.2014445789999995,8220DB000531,"Killester, Howth Road (Furry Park Road)"
13,709,53.37503806,-6.1970391320000004,8220DB000709,"Killester, Saint Bridget's Church"
14,532,53.37571862,-6.193899072000001,8220DB000532,"Raheny, Howth Road (Brookwood Avenue)"
15,533,53.37758328,-6.18705614,8220DB000533,"Raheny, Howth Road (Ennafort Park Estate)"
16,534,53.37865533,-6.181899871000001,8220DB000534,"Raheny, Garda Retirement Home"
17,535,53.38023173,-6.177413264,8220DB000535,"Raheny, Raheny Shopping Centre"
18,536,53.38042376,-6.173511727,8220DB000536,"Raheny, Raheny Village"
19,537,53.3799012,-6.168152635,8220DB000537,"Raheny, Avondale Park"
20,538,53.38013806,-6.164264182999999,8220DB000538,"Raheny, Howth Road (Maywood Road)"
21,539,53.38067366,-6.159355642,8220DB000539,"Raheny, Howth Road (The Old Sheiling)"
22,540,53.38133628,-6.155117944,8220DB000540,"Raheny, Howth Road (Greendale Road)"
23,541,53.38187271,-6.152028068,8220DB000541,Howth Road (Blackbanks)
24,542,53.38366192,-6.14626795,8220DB000542,"Bayside, Dublin Road (Kilbarrack Road)"
25,543,53.385057700000004,-6.142388692999999,8240DB000543,"Bayside, Dublin Road (Mariner's Court)"
26,544,53.38613148,-6.138042132000001,8240DB000544,"Bayside, Bayside Estate"
27,545,53.38711198,-6.133488944,8240DB000545,"Bayside, Kilbarrack Cemetery"
28,546,53.38802025,-6.128352347000001,8240DB000546,"Bayside, Sutton Park"
29,910,53.38900818,-6.1242945660000006,8240DB000910,"Sutton, Baldoyle Road"
30,911,53.39104237,-6.124475759,8240DB000911,"Sutton, Saint Domhnach's Well"
31,912,53.39349255,-6.125390521,8240DB000912,"Baldoyle, Moyclare Estate"
