progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,4316,53.45331541,-6.288678808999999,8240DB004316,"Kilsallaghan, River Meade Avenue"
2,4317,53.45301871,-6.292440071000001,8240DB004317,"Kilsallaghan, River Meade Drive"
3,7013,53.44065527,-6.29838519,8240DB007013,"Kilsallaghan, Kilreesk"
4,6162,53.43220588,-6.299595694,8240DB006162,"St. Margaret's, Saint Margaret's"
5,7022,53.43003291,-6.30100679,8240DB007022,"St. Margaret's, School"
6,1554,53.42484377,-6.305216392999999,8240DB001554,"St. Margaret's, Saint Margaret's Road"
7,1555,53.41825199,-6.306862732000001,8240DB001555,"St. Margaret's, Dublin Airport Logistics Park"
8,1556,53.40952778,-6.303915052000001,8240DB001556,"St. Margaret's, Balseskin Recreational Centre"
9,1557,53.40772054,-6.300707908,8240DB001557,"St. Margaret's, M50 Flyover"
10,1181,53.40570645,-6.300652822000001,8240DB001181,"Charlestown, Lanesborough Estate"
11,7350,53.40392506,-6.301791678,8240DB007350,"Charlestown, Charlestown Centre"
12,1558,53.39981751,-6.303053095,8220DB001558,"Finglas, Saint Margaret's Road"
13,1549,53.39743266,-6.306636782999999,8220DB001549,"Finglas, Casement Road"
14,1523,53.39787885,-6.3095815570000005,8220DB001523,"Finglas, Plunkett Avenue"
15,1524,53.39555626,-6.310590887,8220DB001524,"Finglas, Barry Aveune"
16,1525,53.3940693,-6.311582062,8220DB001525,"Finglas, Barry Road"
17,1526,53.39230694,-6.3115315370000005,8220DB001526,"Finglas, Kildonan Park"
18,6080,53.39046267,-6.31140908,8220DB006080,"Finglas South, Kildonan Road"
19,983,53.39014167,-6.310955692,8220DB000983,"Finglas South, Mellowes Road"
20,984,53.38991139,-6.30675495,8220DB000984,"Finglas, Mellowes Road"
21,985,53.38992475,-6.303897725,8220DB000985,"Finglas, Mellowes Crescent"
22,1529,53.38845883,-6.2981526070000005,8220DB001529,"Glasnevin, Saint Canice's Church"
23,4542,53.38666414,-6.297096643,8220DB004542,"Glasnevin, Finglas Road (Wellmount Road)"
24,1531,53.38374366,-6.293364741,8220DB001531,"Glasnevin, Clearwater Shopping Centre"
25,1532,53.38174412,-6.2905585010000005,8220DB001532,"Glasnevin, Ardmore Hotel"
26,1533,53.37896788,-6.2874980879999995,8220DB001533,"Glasnevin, Finglas Road"
27,1534,53.37533284,-6.285975603,8220DB001534,"Glasnevin, Ballyboggan Road"
28,1535,53.37230596,-6.282369944,8220DB001535,"Glasnevin, Willows Estate"
29,1536,53.36962603,-6.277278043,8220DB001536,"Cabra East, Glasnevin Cemetery Main Gate"
30,1537,53.36806621,-6.273208399,8220DB001537,"Glasnevin, Saint Vincent's School"
31,186,53.36535534,-6.271589978,8220DB000186,"Glasnevin, Prospect Road"
32,838,53.3643194,-6.270189391000001,8220DB000838,"Drumcondra (Dublin), Whitworth Road (Prospect Rd)"
33,839,53.36374492,-6.267763413,8220DB000839,"Drumcondra (Dublin), David Road"
34,840,53.36324335,-6.265409666,8220DB000840,"Drumcondra (Dublin), Whitworth Road"
35,841,53.36212220000001,-6.260632015,8220DB000841,"Drumcondra (Dublin), Whitworth Road"
36,49,53.36003184,-6.260897458,8220DB000049,"Ballybough, Lower Dorset Street"
37,51,53.35798985,-6.263249251,8220DB000051,Upper Dorset St (Temple Street)
38,52,53.35679465,-6.2644997479999995,8220DB000052,"Phibsborough, Upper Dorset St (St.Joseph's Parade)"
39,4725,53.35211562,-6.2610545339999994,8220DB004725,"Dublin, Upper O'Connell Street"
