progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
2,7564,53.34683414,-6.254525457000001,8220DB007564,"Dublin City, Poolbeg Street"
3,340,53.34601281,-6.256136099,8220DB000340,"Dublin City South, Pearse Street Garda Station"
4,350,53.34563194,-6.24976825,8220DB000350,"Dublin City South, Lower Sandwith Street"
5,351,53.34337247,-6.245249979,8220DB000351,"Pearse Station, Pearse Street"
6,352,53.34298915,-6.24241214,8220DB000352,"Grand Canal Dock, Pearse Square"
7,353,53.34261585,-6.239649032000001,8220DB000353,"Grand Canal Dock, Pearse Street"
8,354,53.34222008,-6.236586526,8220DB000354,"Grand Canal Dock, Barrow Street"
9,355,53.34176145,-6.232925936,8220DB000355,"Grand Canal Dock, Ringsend Bus Depot"
10,356,53.34190302,-6.226717442999999,8220DB000356,"Ringsend, Bridge Street"
11,357,53.33917104,-6.223121475,8220DB000357,"Irishtown, Irishtown Road"
12,390,53.33770222,-6.222266506,8220DB000390,"Sandymount, Tritonville Road"
13,372,53.33542348,-6.219538235,8220DB000372,"Sandymount, Star Of The Sea Church"
14,373,53.33427533,-6.217889273,8220DB000373,"Sandymount, Farney Park"
15,374,53.33316623,-6.2164489839999995,8220DB000374,"Sandymount, Sandymount Road"
16,375,53.33406113,-6.214384513,8220DB000375,"Sandymount, Seafort Avenue"
17,2804,53.33233124,-6.210507787999999,8220DB002804,"Sandymount, Newgrove Avenue"
18,376,53.33071253,-6.209254265,8220DB000376,"Sandymount, Strand Road (Lea Road)"
19,377,53.32872893,-6.208841895,8220DB000377,"Sandymount, Strand Road (Gilford Road)"
20,378,53.32565029,-6.207334472,8220DB000378,"Sandymount, Sandymount Tower"
21,380,53.32472609,-6.209234772,8220DB000380,"Sandymount, Saint John's Road East"
22,2087,53.32060947,-6.212829685,8220DB002087,"Merrion, Merlyn Park"
23,7053,53.31837371,-6.213583567000001,8220DB007053,"Merrion, Nutley Lane"
24,2088,53.31729669,-6.216090175,8220DB002088,"Merrion, Nutley Lane (Saint Vincent's Hospital)"
25,2089,53.31530199,-6.219745554,8220DB002089,"Donnybrook, Elm Park Golf Club"
26,763,53.31232014,-6.221100319,8220DB000763,"Donnybrook, Belfield Court"
27,2007,53.30887459,-6.21608121,8250DB002007,"Booterstown, Woodbine Road"
28,2008,53.305600399999996,-6.211115757000001,8250DB002008,"Booterstown, Stillorgan Road"
29,2009,53.30332206,-6.207834882,8250DB002009,Radisson Hotel Stillorgan Road
30,2010,53.29889724,-6.20467441,8250DB002010,"Mount Merrion, Stillorgan Road"
31,435,53.29598904,-6.203746226,8250DB000435,"Mount Merrion, Stillorgan Road (Mount Merrion Ave)"
32,2011,53.29159401,-6.200780458,8250DB002011,"Stillorgan, College of Further Education"
33,2012,53.28992463,-6.199155582,8250DB002012,"Stillorgan, Shopping Centre"
34,3322,53.28808415,-6.201677942999999,8250DB003322,"Stillorgan, Kilmacud Crokes GAA"
35,3563,53.2886319,-6.204624907,8250DB003563,"Stillorgan, Lower Kilmacud Road (Upper Kilmacud Rd)"
36,444,53.28813647,-6.20754062,8250DB000444,"Stillorgan, Kilmacud Park"
37,445,53.28568853,-6.208528028,8250DB000445,"Stillorgan, Kilmacud House"
38,4779,53.283178799999995,-6.208992975,8250DB004779,"Stillorgan, Saint Raphaels Estate"
39,7057,53.2801061,-6.210276235,8250DB007057,"Kilmacud, Stillorgan Heath"
40,5142,53.27767447,-6.20517423,8250DB005142,"Sandyford, Blackthorn Avenue at LUAS Station"
42,7567,53.27314963,-6.2043292029999995,8250DB007567,Blackthorn Avenue
46,7567,53.27314963,-6.2043292029999995,8250DB007567,Blackthorn Avenue
43,7326,53.27142876,-6.207640001000001,8250DB007326,"Foxrock, Bewleys Hotel"
47,7326,53.27142876,-6.207640001000001,8250DB007326,"Foxrock, Bewleys Hotel"
44,7418,53.269147499999995,-6.211348755,8250DB007418,"Stepaside, Mount Eagle Lawn"
48,7418,53.269147499999995,-6.211348755,8250DB007418,"Stepaside, Mount Eagle Lawn"
49,7417,53.26573812,-6.210561582,8250DB007417,"Stepaside, Murphystown Way"
50,3471,53.26213675,-6.211356557,8250DB003471,"Stepaside, Kilgobbin Road"
51,3472,53.25921582,-6.211973112000001,8250DB003472,"Stepaside, Castle Lodge"
52,3473,53.25412016,-6.214418836,8250DB003473,"Stepaside, Inver House"
53,5015,53.25861711,-6.220616945,8250DB005015,"Stepaside, Littlewood Apartments"
54,7290,53.26028563,-6.220997369,8250DB007290,"Stepaside, Belarmine Avenue"
