progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,4745,53.42046909,-6.419423162,8240DB004745,"The Mayne, Damastown Drive"
2,4989,53.41910966,-6.417893831000001,8240DB004989,"Mulhuddart, I.B.M Industries"
3,4990,53.41172607,-6.42298156,8240DB004990,"Damastown Industrial Park, Damastown Road"
4,4991,53.41108542,-6.420071985,8240DB004991,"Mulhuddart, Damastown Road"
5,4992,53.41067546,-6.417620242000001,8240DB004992,"Mulhuddart, Sports Grounds"
6,1719,53.40887925,-6.408255782,8240DB001719,"Mulhuddart, Damestown Close"
7,1828,53.4070255,-6.3980068370000005,8240DB001828,"Mulhuddart, Roundabout Damastown Avenue"
8,1829,53.40619883,-6.395345602000001,8240DB001829,"Mulhuddart, Parslickstown Avenue"
9,4997,53.40454591,-6.39206889,8240DB004997,"Mulhuddart, Castlecurragh ESaint"
10,4998,53.4031354,-6.389445016,8240DB004998,"Mulhuddart, Castlecurragh Heath"
11,4999,53.40093171,-6.385994102000001,8240DB004999,"Corduff, Warrenstown Estate"
12,1833,53.39917703,-6.383849882000001,8240DB001833,"Corduff, Blackcourt Road (Blanchardstown Road)"
13,1834,53.39952097,-6.378723774,8240DB001834,"Corduff (Fingal), Scouts Den"
14,1835,53.40001235,-6.37520109,8240DB001835,"Corduff (Fingal), Saint Patrick's Church"
15,1836,53.398012,-6.37153286,8240DB001836,"Corduff, Corduff Estate (Corduff Gardens)"
16,1837,53.39584106,-6.375134452999999,8240DB001837,"Corduff, Corduff Crescent"
17,7342,53.41276683,-6.360784957999999,8240DB007342,"Cloghran, Ballycoolin Business Park"
18,7125,53.408242099999995,-6.357890472,8240DB007125,"Cloghran, Business Park"
19,7344,53.40468921,-6.357696431,8240DB007344,"Cloghran, Business Park (Ballycoolin Road)"
20,7334,53.40137688,-6.363238105,8240DB007334,"Blanchardstown, Abbottstown Laboratories"
21,6274,53.39767839,-6.371455373,8240DB006274,"Corduff (Fingal), National Aquatic Centre"
22,1838,53.39601109,-6.373759587,8240DB001838,"Blanchardstown, Skelligs Court"
23,2338,53.39308467,-6.377991082,8240DB002338,"Blanchardstown, Garnish Square"
24,1840,53.38796115,-6.379283399,8240DB001840,"Blanchardstown, Main Street Blanchardstown (Ramor Park)"
25,1841,53.3861214,-6.375519687000001,8240DB001841,"Blanchardstown, Blanchardstown Village (Mill Road)"
26,1842,53.3849679,-6.37133924,8240DB001842,"Blanchardstown, Blanchardstown Village (near junction River Road)"
27,7374,53.38398578,-6.365243265,8240DB007374,"Blanchardstown, Total Fitness"
28,1845,53.37902299,-6.352716929,8240DB001845,"Castleknock, Navan Road"
29,7166,53.3770936,-6.345787136,8240DB007166,"Castleknock, Outside Train Station"
30,1847,53.37492776,-6.3399793739999994,8220DB001847,"Ashtown, Navan Road (Old Race Course)"
31,1696,53.37154152,-6.329831443,8220DB001696,"Ashtown, Navan Road"
32,1697,53.37080115,-6.327666259,8220DB001697,"Ashtown, Kempton Estate"
33,1698,53.369577299999996,-6.323716751,8220DB001698,"Cabra, Navan Road (Ashtown Grove)"
34,1699,53.36874361,-6.321314995,8220DB001699,"Ashington, Navan Road"
35,1700,53.36770883,-6.317403485,8220DB001700,"Cabra, Navan Road (Kinvara Estate)"
36,1701,53.36656726,-6.312940383,8220DB001701,"Cabra, Navan Road (Church)"
37,1702,53.36561083,-6.310138139,8220DB001702,"Cabra, Navan Road (Nephin Road)"
38,1703,53.364735399999994,-6.307347834,8220DB001703,"Cabra, Navan Road"
39,1905,53.36337465,-6.3032997129999995,8220DB001905,"Cabra, Navan Road"
40,1804,53.36169739,-6.297236037,8220DB001804,"Cabra, Cabra Road"
41,1803,53.361563600000004,-6.294161194,8220DB001803,"Cabra East, Cabra Road (Carnlough Road)"
42,77,53.36130918,-6.2895736520000005,8220DB000077,"Cabra East, Cabra Road (Quarry Road)"
43,78,53.36114922,-6.284065835,8220DB000078,"Cabra East, Cabra Road (near Annamoe Terrace)"
44,79,53.36102125,-6.2807955060000005,8220DB000079,"Cabra East, Cabra Road (Charleville Road)"
45,80,53.36086296,-6.276053962000001,8220DB000080,"Phibsborough, Cabra Road (North Circular Road)"
47,817,53.35964622,-6.269612437999999,8220DB000817,"Phibsborough, Mater Hospital,  Berkeley Road"
48,818,53.35848112,-6.269223945,8220DB000818,"Phibsborough, O'Connell Avenue"
49,819,53.35630402,-6.265991986,8220DB000819,"Phibsborough, Blessington Court"
50,265,53.35336157,-6.262055381000001,8220DB000265,"Dublin, Gate Theatre"
51,6059,53.35020756,-6.260260969,8220DB006059,"Dublin, Millennium Spire"
52,751,53.33532055,-6.2465716360000005,8220DB000751,"Dublin City South, Baggot Street Lower"
53,404,53.34271833,-6.256420742,8220DB000404,"Trinity College, Nassau St. (Opp. Frederick St)"
54,747,53.3399308,-6.255723519,8220DB000747,"Dublin City South, Archbishop Statue"
55,748,53.33850953,-6.255030666000001,8220DB000748,"Stephen's Green, Huguenot Cemetery"
46,82,53.3607978,-6.27154908,8220DB000082,"Phibsborough, Royal Canal Bank"
56,749,53.3376207,-6.250802147000001,8220DB000749,"Dublin City South, Lower Pembroke Street"
57,750,53.33657108,-6.248487503,8220DB000750,"Dublin City South, Lower Baggot Street"
59,752,53.33367165,-6.24446202,8220DB000752,"Dublin City South, Upper Baggot Street"
60,753,53.33245339,-6.243521055,8220DB000753,"Dublin City South, Saint Martins House"
61,7370,53.33162307,-6.245732326000001,8220DB007370,"Dublin City South, Burlington Place"
